Артикул	Группа товара	Дата продажи
IT010013397	Средство для прочистки труб	26.10.2017
IT010013398	Перчатки тканевые	27.10.2017
IT010013399	Антистатик спрей	28.10.2017
IT010013400	Освежитель воздуха	29.10.2017
IT010013401	Пена/соль для ванн	30.10.2017
IT010013402	Запасной баллон для освежителя	01.11.2017
IT010013403	Средство для ухода за мебелью	02.11.2017
IT010013404	Средство для чистки металлических изделий	03.11.2017
IT010013405	Средство для мытья пола	04.11.2017
IT010013406	Кондиционер для белья	05.11.2017
IT010013407	Перчатки резиновые	06.11.2017
IT010013408	Средство для дезинфекции	07.11.2017
IT010013409	Покрытие одноразовое для унитаза	08.11.2017
IT010013410	Бумажное полотенце	09.11.2017
IT010013411	Подвеска для унитаза	10.11.2017
IT010013412	Средство для посудомоечной машины	11.11.2017
IT010013413	Картридж с жидким мылом	12.11.2017
IT010013414	Платки носовые	13.11.2017
IT010013415	Средство по уходу за зеркалами и стеклами	14.11.2017
IT010013416	Стиральный порошок-автомат	15.11.2017
IT010013417	Средство для чистки кафеля	16.11.2017
IT010013418	Средство от накипи	17.11.2017
IT010013419	Пакеты для завтрака	18.11.2017
IT010013420	Гель для туалетов	19.11.2017
IT010013421	Сода кальцинированная	20.11.2017
IT010013422	Чистящий порошок универсальный	21.11.2017
IT010013423	Микроспрей	22.11.2017
IT010013424	Средство для чистки плит	23.11.2017
IT010013425	Дозатор	24.11.2017
IT010013426	Стиральный порошок ручной	25.11.2017
IT010013427	Мыло жидкое	26.11.2017
IT010013428	Мыло кусковое	27.11.2017
IT010013429	Отбеливатель	28.11.2017
IT010013430	Зубная паста	29.11.2017
IT010013431	Пятновыводитель	01.12.2017
IT010013432	Салфетки бумажные	01.03.2017
IT010013433	Стиральный порошок универсальный	02.03.2017
IT010013434	Средство для мытья посуды	03.03.2017
IT010013435	Средство для прочистки труб	04.03.2017
IT010013436	Перчатки тканевые	05.03.2017
IT010013437	Антистатик спрей	06.03.2017
IT010013438	Освежитель воздуха	07.03.2017
IT010013439	Пена/соль для ванн	08.03.2017
IT010013440	Запасной баллон для освежителя	09.03.2017
IT010013441	Средство для ухода за мебелью	10.03.2017
IT010013442	Средство для чистки металлических изделий	11.03.2017
IT010013443	Средство для мытья пола	12.03.2017
IT010013444	Кондиционер для белья	13.03.2017
IT010013445	Перчатки резиновые	14.03.2017
IT010013446	Средство для дезинфекции	15.03.2017
IT010013447	Покрытие одноразовое для унитаза	16.03.2017
IT010013448	Бумажное полотенце	17.03.2017
IT010013449	Подвеска для унитаза	18.03.2017
IT010013450	Средство для посудомоечной машины	19.03.2017
IT010013451	Картридж с жидким мылом	20.03.2017
IT010013452	Платки носовые	21.03.2017
IT010013453	Средство по уходу за зеркалами и стеклами	22.03.2017
IT010013454	Стиральный порошок-автомат	23.03.2017
IT010013455	Средство для чистки кафеля	24.03.2017
IT010013456	Средство от накипи	25.03.2017
IT010013457	Пакеты для завтрака	26.03.2017
IT010013458	Гель для туалетов	27.03.2017
IT010013459	Сода кальцинированная	28.03.2017
IT010013460	Чистящий порошок универсальный	29.03.2017
IT010013461	Микроспрей	30.03.2017
IT010013462	Средство для чистки плит	01.04.2017
IT010013463	Дозатор	02.04.2017
IT010013464	Стиральный порошок ручной	03.04.2017
IT010013465	Мыло жидкое	04.04.2017
IT010013466	Мыло кусковое	05.04.2017
IT010013467	Отбеливатель	06.04.2017
IT010013468	Зубная паста	07.04.2017
IT010013469	Пятновыводитель	08.04.2017
IT010013470	Салфетки бумажные	09.04.2017
IT010013471	Стиральный порошок универсальный	10.04.2017
IT010013472	Средство для мытья посуды	11.04.2017
IT010013473	Средство для прочистки труб	12.04.2017
IT010013474	Перчатки тканевые	13.04.2017
IT010013475	Антистатик спрей	14.04.2017
IT010013476	Освежитель воздуха	15.04.2017
IT010013477	Пена/соль для ванн	16.04.2017
IT010013478	Запасной баллон для освежителя	17.04.2017
IT010013479	Средство для ухода за мебелью	18.04.2017
IT010013480	Средство для чистки металлических изделий	19.04.2017
IT010013481	Средство для мытья пола	20.04.2017
IT010013482	Кондиционер для белья	21.04.2017
IT010013483	Перчатки резиновые	22.04.2017
IT010013484	Средство для дезинфекции	23.04.2017
IT010013485	Покрытие одноразовое для унитаза	24.04.2017
IT010013486	Бумажное полотенце	25.04.2017
IT010013487	Подвеска для унитаза	26.04.2017
IT010013488	Средство для посудомоечной машины	27.04.2017
IT010013489	Картридж с жидким мылом	28.04.2017
IT010013490	Платки носовые	29.04.2017
IT010013491	Средство по уходу за зеркалами и стеклами	03.05.2017
IT010013492	Стиральный порошок-автомат	04.05.2017
IT010013493	Средство для чистки кафеля	05.05.2017
IT010013494	Средство от накипи	06.05.2017
IT010013495	Пакеты для завтрака	07.05.2017
